gender,cgpa,stream,work_experience,internship_experience,technical_proficiency,communication_skills,leadership_role,num_projects,competitions_won,final_package
Prefer not to say,7.08,Operations,3.9,1.6,3.1,4.5,Joint Coordinator,4,0,3 - 6 LPA
Female,4.6,Marketing,13.0,9.8,2.5,1.4,None,2,0,3 - 6 LPA
Prefer not to say,9.51,Finance,0.6,6.4,1.7,4.5,Member,2,0,3 - 6 LPA
Female,7.07,Finance,7.9,5.1,2.3,2.0,Organizer,2,1,3 - 6 LPA
Male,7.08,International Business,1.9,3.5,4.4,3.8,Member,1,0,3 - 6 LPA
Prefer not to say,8.4,Finance,31.8,0.3,3.1,2.6,Joint Coordinator,1,2,11 - 15 LPA
Prefer not to say,6.69,International Business,26.4,1.4,3.8,1.0,Member,3,1,7 - 10 LPA
Male,6.27,Marketing,11.4,22.3,1.0,4.6,Coordinator,3,3,7 - 10 LPA
Male,6.65,HR,15.4,8.0,2.6,2.4,None,2,2,7 - 10 LPA
Male,9.48,Business Analytics,1.2,4.3,2.1,3.7,Coordinator,2,1,7 - 10 LPA
Male,6.59,Marketing,3.9,15.4,3.7,1.2,None,1,2,3 - 6 LPA
Female,4.92,Business Analytics,5.7,2.4,2.9,5.0,Member,3,4,7 - 10 LPA
Prefer not to say,9.44,International Business,13.8,4.4,3.8,2.7,None,0,1,7 - 10 LPA
Male,7.33,HR,15.8,4.2,3.6,2.6,Organizer,3,1,7 - 10 LPA
Male,8.87,Operations,0.0,5.4,3.7,5.0,Organizer,1,1,3 - 6 LPA
Male,6.71,HR,6.1,3.9,4.1,3.4,Coordinator,2,1,3 - 6 LPA
Female,6.49,HR,12.4,2.1,2.6,2.6,None,1,1,3 - 6 LPA
Prefer not to say,6.26,Business Analytics,4.7,6.0,3.4,4.0,Joint Coordinator,2,0,3 - 6 LPA
Male,4.57,Finance,1.6,1.8,2.0,3.1,Coordinator,3,3,3 - 6 LPA
Male,8.73,International Business,0.8,0.5,3.3,3.4,Member,0,0,3 - 6 LPA
Male,7.21,HR,88.0,12.7,2.1,1.5,Organizer,2,0,16 - 20 LPA
Prefer not to say,8.48,Marketing,9.2,0.5,3.4,4.4,Organizer,3,2,7 - 10 LPA
Female,7.68,Business Analytics,11.4,1.1,4.3,1.9,Organizer,2,0,3 - 6 LPA
Female,8.07,Marketing,10.1,2.8,2.0,2.5,Coordinator,1,1,7 - 10 LPA
Male,6.72,International Business,23.9,6.1,2.4,2.2,Member,0,2,7 - 10 LPA
Male,7.44,HR,48.4,8.2,1.4,2.9,Organizer,3,0,11 - 15 LPA
Female,9.6,International Business,27.9,0.9,3.1,2.3,Member,1,0,7 - 10 LPA
Prefer not to say,9.72,Operations,26.6,0.7,3.4,3.8,Organizer,4,1,11 - 15 LPA
Prefer not to say,6.33,HR,12.6,17.6,1.9,3.3,Joint Coordinator,0,1,3 - 6 LPA
Female,5.89,Marketing,24.2,17.4,2.3,3.5,None,5,0,7 - 10 LPA
Male,5.71,International Business,7.0,22.3,2.8,3.4,Member,2,2,3 - 6 LPA
Male,9.48,Marketing,21.1,2.8,2.7,3.3,Member,0,1,7 - 10 LPA
Prefer not to say,4.02,Finance,7.4,0.7,1.0,2.4,Joint Coordinator,1,0,3 - 6 LPA
Female,4.61,Marketing,8.9,5.7,3.1,3.2,Coordinator,5,2,3 - 6 LPA
Prefer not to say,9.95,Operations,5.2,1.5,1.0,2.8,Organizer,3,0,7 - 10 LPA
Prefer not to say,8.54,Business Analytics,21.9,3.9,3.1,3.5,None,4,2,11 - 15 LPA
Male,6.04,Operations,11.0,7.8,3.1,4.0,Member,0,1,3 - 6 LPA
Male,7.05,Finance,1.5,5.3,3.9,2.5,Joint Coordinator,3,1,3 - 6 LPA
Prefer not to say,5.07,International Business,13.6,5.4,2.9,2.4,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,5.52,HR,2.6,0.7,2.6,3.6,None,5,2,3 - 6 LPA
Female,8.03,International Business,45.0,0.6,2.3,3.6,Member,3,2,11 - 15 LPA
Female,5.0,Marketing,8.8,15.5,4.3,3.9,Organizer,1,1,3 - 6 LPA
Prefer not to say,4.83,Operations,3.4,9.1,2.5,2.1,Member,1,1,3 - 6 LPA
Male,4.13,Operations,1.8,7.6,4.6,3.7,Joint Coordinator,2,1,3 - 6 LPA
Male,5.23,HR,22.3,1.5,3.2,2.2,Coordinator,3,2,7 - 10 LPA
Prefer not to say,7.7,Marketing,4.7,12.3,3.0,2.6,Member,2,1,3 - 6 LPA
Prefer not to say,6.44,Finance,26.7,1.7,3.0,2.3,Member,1,0,3 - 6 LPA
Female,7.57,Business Analytics,4.3,3.2,2.5,3.5,Member,5,1,7 - 10 LPA
Prefer not to say,5.36,Marketing,50.2,3.4,1.8,3.3,Joint Coordinator,0,0,7 - 10 LPA
Prefer not to say,9.57,Business Analytics,40.7,2.2,2.8,4.2,Member,2,0,11 - 15 LPA
Female,4.37,Business Analytics,2.3,2.1,2.5,3.6,Member,2,0,3 - 6 LPA
Male,7.21,Finance,1.1,9.7,2.0,4.4,Coordinator,2,0,3 - 6 LPA
Prefer not to say,8.78,Finance,3.5,5.0,2.4,2.1,Member,2,1,7 - 10 LPA
Male,4.05,Operations,17.1,0.7,2.2,1.9,Organizer,2,2,3 - 6 LPA
Prefer not to say,5.48,International Business,17.0,5.7,3.2,2.4,Member,2,0,3 - 6 LPA
Female,7.26,Finance,9.9,2.9,3.4,4.6,Joint Coordinator,1,1,3 - 6 LPA
Female,4.2,Operations,4.0,0.2,1.0,2.5,Coordinator,5,1,3 - 6 LPA
Male,5.03,Marketing,1.1,4.9,3.3,2.5,Member,2,1,3 - 6 LPA
Female,9.52,Marketing,32.9,0.7,2.9,3.5,Member,0,1,11 - 15 LPA
Female,9.62,Finance,23.7,6.3,4.0,1.9,Joint Coordinator,1,1,7 - 10 LPA
Male,8.58,International Business,30.1,2.6,1.5,1.0,None,2,2,11 - 15 LPA
Male,4.99,Operations,7.0,2.6,1.8,2.6,Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.44,HR,5.5,2.9,5.0,3.0,Member,5,3,7 - 10 LPA
Female,5.5,HR,21.2,12.6,4.1,4.5,Coordinator,1,1,3 - 6 LPA
Prefer not to say,7.85,Operations,21.8,2.4,2.6,2.0,Joint Coordinator,4,2,11 - 15 LPA
Male,6.6,Business Analytics,7.0,3.9,1.6,1.8,None,2,0,3 - 6 LPA
Female,7.54,HR,36.3,9.3,3.1,3.1,None,2,1,7 - 10 LPA
Prefer not to say,7.91,Marketing,7.7,5.7,1.5,2.0,None,5,0,7 - 10 LPA
Male,8.04,International Business,19.5,3.7,3.3,1.5,None,3,0,7 - 10 LPA
Male,8.3,HR,18.5,5.5,4.5,4.6,None,3,0,7 - 10 LPA
Prefer not to say,4.78,International Business,6.8,5.6,1.5,3.8,None,2,0,3 - 6 LPA
Prefer not to say,4.16,Marketing,6.6,0.8,3.0,1.2,Member,1,1,3 - 6 LPA
Prefer not to say,4.15,Business Analytics,13.3,0.1,1.3,2.5,None,1,2,3 - 6 LPA
Female,8.0,International Business,24.0,5.6,2.7,4.6,Member,3,2,11 - 15 LPA
Prefer not to say,9.58,Finance,11.0,6.2,2.4,2.2,None,0,0,7 - 10 LPA
Male,6.95,HR,26.9,4.6,1.8,4.9,Joint Coordinator,3,1,7 - 10 LPA
Prefer not to say,7.51,International Business,8.9,5.1,2.9,1.9,None,0,0,3 - 6 LPA
Female,7.95,Finance,45.5,9.0,2.3,3.0,Organizer,0,0,7 - 10 LPA
Prefer not to say,9.85,International Business,7.6,11.1,3.8,4.6,Organizer,2,2,11 - 15 LPA
Male,5.25,Business Analytics,21.0,0.1,4.3,4.6,Coordinator,4,0,3 - 6 LPA
Male,4.3,Business Analytics,0.4,1.0,2.9,5.0,Joint Coordinator,2,5,7 - 10 LPA
Male,9.72,Finance,0.4,15.3,2.0,3.1,Member,2,1,7 - 10 LPA
Prefer not to say,6.48,Finance,6.0,4.4,4.4,4.2,Member,0,0,3 - 6 LPA
Male,4.21,HR,30.0,2.3,2.2,1.0,Joint Coordinator,1,0,3 - 6 LPA
Male,8.11,Business Analytics,49.8,6.2,3.1,1.3,Member,3,3,16 - 20 LPA
Male,7.36,Marketing,6.6,1.6,2.8,3.8,Coordinator,2,4,7 - 10 LPA
Female,5.89,Finance,10.3,17.3,2.3,2.4,Organizer,1,3,7 - 10 LPA
Prefer not to say,7.34,Business Analytics,25.0,11.2,2.8,1.4,Coordinator,7,1,11 - 15 LPA
Prefer not to say,4.81,Finance,5.5,5.6,3.7,2.9,Member,4,0,3 - 6 LPA
Male,8.48,Operations,20.1,1.7,3.4,4.1,Coordinator,2,0,7 - 10 LPA
Female,9.09,Marketing,39.8,1.8,2.4,1.6,Coordinator,2,1,11 - 15 LPA
Male,8.11,International Business,8.5,1.3,2.1,1.6,None,3,1,7 - 10 LPA
Male,9.6,Finance,46.8,5.2,3.0,2.2,Member,1,0,11 - 15 LPA
Female,8.22,Finance,1.3,18.4,3.6,1.9,None,3,2,7 - 10 LPA
Prefer not to say,8.99,Marketing,3.2,1.5,2.2,5.0,Member,3,0,7 - 10 LPA
Male,8.21,Marketing,32.8,9.5,1.2,2.9,Member,0,1,7 - 10 LPA
Female,6.07,International Business,12.9,7.8,1.9,3.9,Coordinator,1,0,3 - 6 LPA
Male,8.72,Business Analytics,17.8,8.8,2.2,2.7,Member,1,2,7 - 10 LPA
Female,7.67,Finance,33.3,6.0,3.1,1.6,Organizer,1,1,7 - 10 LPA
Female,5.02,Finance,4.8,20.4,2.8,3.3,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,7.55,International Business,30.3,20.3,3.6,4.5,Joint Coordinator,1,1,7 - 10 LPA
Prefer not to say,9.08,Marketing,5.8,0.2,3.4,2.9,Coordinator,1,2,7 - 10 LPA
Male,6.08,Marketing,13.6,4.5,3.9,4.9,Member,1,2,3 - 6 LPA
Male,5.1,Operations,0.1,2.2,3.0,2.3,None,4,1,3 - 6 LPA
Female,7.93,Finance,2.3,3.0,2.4,3.1,Coordinator,1,2,7 - 10 LPA
Male,6.08,Marketing,9.7,2.1,1.6,3.7,Joint Coordinator,2,1,3 - 6 LPA
Female,6.03,Finance,0.2,1.3,1.7,2.6,Organizer,5,1,3 - 6 LPA
Female,5.6,Finance,2.0,4.0,2.7,2.5,None,4,4,7 - 10 LPA
Prefer not to say,4.55,Business Analytics,36.9,0.3,2.9,1.1,Member,0,1,3 - 6 LPA
Prefer not to say,4.17,Marketing,75.7,2.2,2.9,4.0,Organizer,2,0,7 - 10 LPA
Male,9.71,Finance,0.9,1.9,3.0,4.0,Coordinator,2,0,7 - 10 LPA
Female,9.63,HR,4.8,2.9,1.9,3.8,Coordinator,3,0,7 - 10 LPA
Female,8.99,Marketing,5.9,3.2,3.6,4.2,Organizer,1,1,7 - 10 LPA
Male,9.57,Marketing,2.4,9.8,1.7,2.7,Member,1,0,3 - 6 LPA
Male,5.43,Business Analytics,30.3,0.7,3.9,3.4,Member,1,1,3 - 6 LPA
Prefer not to say,6.12,Finance,19.7,2.5,2.3,2.7,Member,0,0,3 - 6 LPA
Male,9.25,International Business,0.2,7.1,3.4,4.5,Member,3,3,11 - 15 LPA
Prefer not to say,6.69,HR,10.3,8.5,3.2,5.0,Organizer,1,1,3 - 6 LPA
Male,7.94,HR,1.8,0.7,1.4,4.2,None,4,0,3 - 6 LPA
Prefer not to say,4.65,HR,16.3,1.7,1.0,2.3,None,2,0,3 - 6 LPA
Prefer not to say,8.96,Marketing,10.1,8.9,4.1,2.9,Member,1,0,3 - 6 LPA
Male,4.82,International Business,22.3,25.3,5.0,3.6,Coordinator,2,1,3 - 6 LPA
Male,9.1,Business Analytics,4.4,3.8,2.7,3.2,Organizer,1,2,7 - 10 LPA
Female,9.1,Marketing,6.1,1.3,4.1,2.9,Coordinator,0,0,3 - 6 LPA
Female,7.92,International Business,6.6,0.4,4.0,2.5,Joint Coordinator,1,1,3 - 6 LPA
Male,8.08,HR,0.1,0.1,3.1,2.9,None,2,1,3 - 6 LPA
Male,9.55,Business Analytics,21.0,8.7,2.5,1.4,Organizer,2,0,7 - 10 LPA
Female,5.08,Business Analytics,3.4,1.7,2.7,1.4,Organizer,3,2,3 - 6 LPA
Female,6.57,Operations,8.5,2.6,3.4,4.4,Member,1,0,3 - 6 LPA
Female,5.51,Finance,26.5,2.9,4.2,2.8,None,0,1,3 - 6 LPA
Prefer not to say,6.55,Finance,26.6,17.2,1.0,1.2,Organizer,3,0,7 - 10 LPA
Prefer not to say,9.7,Business Analytics,4.5,6.1,2.5,3.9,Member,1,1,7 - 10 LPA
Female,6.63,Operations,11.5,9.4,2.8,2.0,Member,1,1,3 - 6 LPA
Male,8.49,Business Analytics,24.9,13.9,1.5,4.1,Coordinator,5,4,16 - 20 LPA
Prefer not to say,9.79,Business Analytics,6.1,3.5,3.6,4.1,Member,2,0,7 - 10 LPA
Prefer not to say,6.78,International Business,19.3,2.2,1.5,2.8,Joint Coordinator,1,1,3 - 6 LPA
Male,4.25,Finance,28.8,4.0,4.5,3.7,Organizer,4,0,3 - 6 LPA
Male,9.42,Marketing,52.6,2.7,2.7,2.6,Organizer,1,3,16 - 20 LPA
Female,9.75,Finance,20.2,0.5,4.7,2.3,None,2,3,11 - 15 LPA
Male,5.92,HR,35.8,8.0,3.7,2.2,Organizer,0,4,11 - 15 LPA
Male,4.96,HR,9.9,12.7,1.6,3.7,Organizer,0,0,3 - 6 LPA
Prefer not to say,8.05,Business Analytics,39.1,2.3,2.7,4.0,Joint Coordinator,2,2,11 - 15 LPA
Male,9.06,Marketing,100.3,6.3,2.2,2.2,Member,0,0,16 - 20 LPA
Male,9.49,International Business,1.5,4.0,3.8,3.5,Member,1,0,3 - 6 LPA
Female,5.53,International Business,5.4,5.3,3.0,2.7,Coordinator,2,1,3 - 6 LPA
Female,8.86,HR,8.0,1.2,3.8,3.8,Coordinator,2,0,7 - 10 LPA
Male,6.71,International Business,2.0,9.3,3.7,3.0,Member,2,0,3 - 6 LPA
Female,9.1,Operations,70.1,3.2,3.5,4.2,None,2,1,16 - 20 LPA
Male,5.61,Finance,10.3,5.9,3.2,2.7,Organizer,3,1,3 - 6 LPA
Male,7.88,Finance,0.7,2.8,1.4,3.3,Coordinator,4,0,3 - 6 LPA
Prefer not to say,9.38,Business Analytics,31.3,3.4,4.2,1.6,Coordinator,3,0,11 - 15 LPA
Male,8.34,Business Analytics,24.3,0.7,3.6,2.0,Member,2,2,11 - 15 LPA
Prefer not to say,7.25,Operations,2.0,11.1,2.5,3.8,Member,1,1,3 - 6 LPA
Female,8.08,Business Analytics,17.0,5.7,2.7,3.9,Organizer,1,0,3 - 6 LPA
Female,6.47,Business Analytics,13.5,0.2,1.2,3.6,Member,5,1,7 - 10 LPA
Prefer not to say,5.2,Marketing,1.4,2.2,2.3,3.8,Joint Coordinator,0,0,3 - 6 LPA
Male,8.07,Marketing,14.3,7.0,3.7,2.7,None,5,1,7 - 10 LPA
Male,5.89,Operations,12.3,5.6,4.0,2.8,Member,1,0,3 - 6 LPA
Prefer not to say,9.82,Finance,26.1,5.7,3.4,3.5,Coordinator,3,3,16 - 20 LPA
Female,6.98,International Business,8.6,2.1,2.3,3.0,None,4,0,3 - 6 LPA
Female,9.97,Operations,22.2,1.7,3.2,2.6,Member,1,2,11 - 15 LPA
Female,9.66,Operations,17.1,13.4,2.4,2.1,Member,0,0,7 - 10 LPA
Prefer not to say,9.83,Finance,49.4,8.6,4.5,3.1,Organizer,1,1,11 - 15 LPA
Male,5.59,HR,3.4,1.9,2.0,3.4,None,2,2,3 - 6 LPA
Prefer not to say,9.27,Business Analytics,6.9,11.8,1.5,3.0,None,2,0,7 - 10 LPA
Male,5.45,International Business,20.0,10.9,2.6,3.7,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,9.91,Marketing,26.3,8.6,4.0,3.7,Joint Coordinator,4,4,16 - 20 LPA
Male,5.46,International Business,13.0,3.9,2.4,4.3,None,2,0,3 - 6 LPA
Prefer not to say,4.71,Marketing,0.5,4.6,2.2,3.4,None,2,1,3 - 6 LPA
Female,4.1,Business Analytics,2.4,32.9,2.7,4.7,Organizer,4,1,3 - 6 LPA
Prefer not to say,9.67,Business Analytics,8.5,2.8,3.1,2.8,None,2,1,7 - 10 LPA
Male,8.44,Marketing,3.9,3.7,2.5,4.7,None,6,4,11 - 15 LPA
Prefer not to say,7.93,Business Analytics,0.1,5.1,3.6,3.0,Joint Coordinator,2,1,3 - 6 LPA
Male,4.18,Marketing,4.0,13.1,3.6,3.1,Coordinator,5,0,3 - 6 LPA
Prefer not to say,6.69,HR,25.2,15.0,2.4,1.0,Coordinator,1,1,7 - 10 LPA
Female,6.26,Finance,8.9,3.3,3.1,3.0,Member,3,2,7 - 10 LPA
Male,6.38,Finance,73.7,6.1,1.8,2.2,Member,1,0,11 - 15 LPA
Female,4.81,Finance,6.8,5.6,3.2,1.6,Member,2,1,3 - 6 LPA
Prefer not to say,5.77,Marketing,54.4,22.6,2.3,2.5,Joint Coordinator,2,1,7 - 10 LPA
Male,4.69,Operations,12.7,16.2,3.4,2.3,Member,1,2,3 - 6 LPA
Prefer not to say,6.66,Business Analytics,1.3,5.4,2.2,2.8,Coordinator,1,0,3 - 6 LPA
Female,8.69,Marketing,0.6,6.2,4.6,1.2,None,2,0,3 - 6 LPA
Male,4.53,HR,20.5,1.6,3.5,3.7,Member,0,0,3 - 6 LPA
Female,5.75,Operations,13.5,10.0,1.8,2.5,Joint Coordinator,2,1,3 - 6 LPA
Female,6.06,International Business,4.6,4.7,1.6,2.7,Organizer,0,0,3 - 6 LPA
Male,4.26,International Business,8.5,1.5,1.2,2.2,Member,3,0,3 - 6 LPA
Female,5.28,Business Analytics,8.3,0.3,3.7,2.7,None,0,4,7 - 10 LPA
Prefer not to say,4.91,Marketing,2.2,0.7,4.0,2.5,Member,1,1,3 - 6 LPA
Male,6.16,Marketing,5.3,11.3,5.0,3.2,Member,0,1,3 - 6 LPA
Female,8.24,Business Analytics,46.4,4.3,2.0,3.0,Member,2,2,11 - 15 LPA
Male,7.28,HR,2.4,1.5,2.2,1.5,Joint Coordinator,3,2,7 - 10 LPA
Prefer not to say,9.68,Business Analytics,33.2,6.5,3.1,3.8,Coordinator,2,1,11 - 15 LPA
Prefer not to say,5.51,Marketing,2.7,2.5,3.8,1.4,None,1,1,3 - 6 LPA
Male,4.12,Finance,15.3,12.4,2.5,2.0,None,2,2,3 - 6 LPA
Prefer not to say,9.6,Finance,39.1,3.7,1.6,3.4,Member,3,0,11 - 15 LPA
Male,4.62,Operations,12.3,1.7,2.6,2.5,Member,1,1,3 - 6 LPA
Prefer not to say,7.22,Operations,23.2,5.1,3.0,4.3,Member,2,0,7 - 10 LPA
Female,7.79,Business Analytics,0.7,5.3,2.1,4.3,Member,1,0,3 - 6 LPA
Female,4.54,HR,2.7,0.1,2.1,1.9,Organizer,3,1,3 - 6 LPA
Female,7.02,Marketing,7.6,2.4,3.4,3.4,None,3,3,7 - 10 LPA
Prefer not to say,6.09,Business Analytics,10.1,5.7,3.5,4.0,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,7.48,Operations,30.8,3.3,3.6,3.6,Coordinator,0,1,7 - 10 LPA
Male,6.53,Operations,11.8,5.4,2.7,1.9,Member,0,0,3 - 6 LPA
Female,7.07,Marketing,12.8,0.9,2.3,4.3,None,2,2,7 - 10 LPA
Male,6.14,HR,2.5,2.5,3.0,2.5,Member,2,2,3 - 6 LPA
Male,8.51,Business Analytics,5.8,1.8,3.0,1.8,Coordinator,0,2,7 - 10 LPA
Female,4.01,Finance,25.5,4.1,4.5,2.6,None,0,0,3 - 6 LPA
Male,7.45,Marketing,9.3,1.2,1.9,1.9,Joint Coordinator,2,1,3 - 6 LPA
Female,6.66,HR,11.9,5.4,2.5,3.1,Coordinator,2,0,3 - 6 LPA
Male,8.6,International Business,13.1,8.4,2.2,3.3,Member,2,0,7 - 10 LPA
Female,9.22,Business Analytics,20.7,2.5,3.6,4.3,None,0,1,7 - 10 LPA
Female,5.31,International Business,4.3,17.1,4.2,3.0,None,1,3,3 - 6 LPA
Male,9.5,Operations,8.1,1.0,4.0,3.6,Organizer,0,2,7 - 10 LPA
Female,4.91,HR,7.5,1.5,4.5,3.0,Organizer,2,1,3 - 6 LPA
Prefer not to say,5.67,International Business,15.6,8.8,2.9,3.8,Coordinator,1,0,3 - 6 LPA
Female,5.18,Operations,0.0,1.2,1.0,2.4,None,4,0,3 - 6 LPA
Female,4.74,HR,16.7,11.1,3.2,2.9,Coordinator,1,1,3 - 6 LPA
Female,4.17,Operations,7.6,9.2,1.3,3.4,Organizer,2,0,3 - 6 LPA
Prefer not to say,9.37,Marketing,10.6,6.9,3.5,2.4,Member,2,1,7 - 10 LPA
Prefer not to say,5.25,Marketing,18.2,12.8,2.9,2.2,Member,6,0,3 - 6 LPA
Male,7.36,International Business,6.7,0.6,4.1,1.8,None,1,1,3 - 6 LPA
Male,8.0,Finance,12.0,15.7,3.0,2.4,None,1,2,7 - 10 LPA
Female,8.87,Business Analytics,4.9,0.0,2.3,2.8,Joint Coordinator,3,2,7 - 10 LPA
Female,9.82,Marketing,8.3,27.7,2.4,3.5,Joint Coordinator,0,2,7 - 10 LPA
Female,8.66,International Business,27.9,14.1,4.8,3.4,Coordinator,4,1,11 - 15 LPA
Female,4.53,Business Analytics,21.7,1.4,2.1,3.1,Member,3,1,3 - 6 LPA
Female,6.62,Marketing,10.3,28.1,3.2,2.6,Coordinator,1,3,7 - 10 LPA
Prefer not to say,8.57,Marketing,26.4,3.4,3.4,3.1,None,4,4,16 - 20 LPA
Female,9.96,Business Analytics,14.1,1.5,3.9,3.4,Joint Coordinator,0,2,7 - 10 LPA
Female,9.4,Marketing,44.0,0.2,2.1,1.5,Organizer,2,2,16 - 20 LPA
Prefer not to say,7.05,Business Analytics,12.2,5.2,1.9,2.6,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,9.41,Business Analytics,4.9,0.5,2.3,3.2,Coordinator,0,1,7 - 10 LPA
Female,4.25,Marketing,9.3,3.4,4.7,3.3,Member,1,3,3 - 6 LPA
Female,7.13,Finance,11.3,12.2,2.5,3.9,Member,1,0,3 - 6 LPA
Female,9.7,Operations,4.6,1.2,2.6,1.4,Coordinator,2,0,7 - 10 LPA
Prefer not to say,7.45,Business Analytics,7.9,11.4,1.6,1.0,Coordinator,1,0,3 - 6 LPA
Female,8.74,Business Analytics,4.8,6.9,1.0,3.3,None,1,2,7 - 10 LPA
Male,5.32,Marketing,4.1,9.7,3.1,2.3,Joint Coordinator,1,2,3 - 6 LPA
Male,8.73,International Business,13.8,7.2,3.8,2.9,Organizer,3,0,7 - 10 LPA
Female,4.44,International Business,19.0,2.0,3.7,2.8,Joint Coordinator,1,1,3 - 6 LPA
Male,7.32,Marketing,10.7,1.6,2.8,2.7,Joint Coordinator,0,0,3 - 6 LPA
Male,9.98,HR,7.7,12.0,5.0,3.6,None,1,2,7 - 10 LPA
Female,7.04,Business Analytics,0.8,3.7,4.4,3.7,Member,1,2,3 - 6 LPA
Prefer not to say,6.57,HR,8.5,0.5,2.3,3.8,Joint Coordinator,3,1,3 - 6 LPA
Male,8.02,Marketing,24.0,4.7,2.7,1.9,None,1,0,7 - 10 LPA
Female,4.52,HR,64.4,8.6,2.0,4.7,None,4,0,7 - 10 LPA
Female,6.24,Finance,0.8,5.3,4.6,2.8,Joint Coordinator,1,0,3 - 6 LPA
Female,7.68,Business Analytics,28.3,8.7,2.3,4.0,Organizer,1,2,7 - 10 LPA
Prefer not to say,9.67,Finance,7.3,7.0,3.5,3.4,None,4,1,7 - 10 LPA
Female,5.78,HR,6.3,4.8,3.3,1.7,None,1,4,7 - 10 LPA
Prefer not to say,8.67,Business Analytics,45.9,0.4,3.2,3.7,None,4,1,11 - 15 LPA
Prefer not to say,6.8,Operations,32.5,9.2,2.6,3.2,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,7.49,International Business,11.5,17.2,1.9,4.0,Member,2,2,7 - 10 LPA
Male,4.34,HR,7.1,2.7,4.1,4.4,Member,5,4,7 - 10 LPA
Prefer not to say,4.62,International Business,12.8,5.5,3.8,2.9,None,3,1,3 - 6 LPA
Prefer not to say,9.76,HR,17.8,3.1,2.1,2.2,Coordinator,7,1,11 - 15 LPA
Female,9.97,Finance,7.1,2.1,3.7,1.8,Organizer,0,1,7 - 10 LPA
Female,5.77,Marketing,0.7,1.7,1.2,1.9,Member,1,0,3 - 6 LPA
Prefer not to say,8.67,Business Analytics,8.7,2.1,3.5,1.2,Joint Coordinator,3,0,7 - 10 LPA
Prefer not to say,5.07,Marketing,8.9,0.3,3.8,3.0,None,0,0,3 - 6 LPA
Male,8.57,International Business,2.5,0.5,4.7,3.2,Organizer,1,0,3 - 6 LPA
Prefer not to say,9.13,Marketing,18.4,1.3,4.0,4.0,Coordinator,5,0,7 - 10 LPA
Prefer not to say,9.1,Finance,25.7,2.2,1.3,4.4,Organizer,0,0,7 - 10 LPA
Prefer not to say,4.33,Finance,13.5,2.0,3.4,2.2,Member,2,1,3 - 6 LPA
Male,7.13,HR,12.1,18.0,2.4,1.7,Joint Coordinator,0,1,3 - 6 LPA
Male,4.59,International Business,4.8,2.8,3.2,2.6,Member,4,1,3 - 6 LPA
Male,9.82,HR,51.7,14.1,1.7,1.6,None,3,2,16 - 20 LPA
Male,9.19,HR,7.5,6.4,5.0,2.1,None,0,1,7 - 10 LPA
Prefer not to say,6.96,Marketing,28.2,2.2,2.8,3.9,Member,1,0,3 - 6 LPA
Prefer not to say,8.57,Business Analytics,0.2,20.8,5.0,3.7,Organizer,0,0,3 - 6 LPA
Female,4.94,HR,11.2,4.8,3.7,3.4,None,1,0,3 - 6 LPA
Female,9.08,Operations,2.4,5.9,1.9,5.0,None,2,0,3 - 6 LPA
Female,8.11,Marketing,11.6,0.1,4.1,4.5,None,0,2,7 - 10 LPA
Female,7.36,Business Analytics,13.6,15.2,2.1,4.1,Organizer,0,2,7 - 10 LPA
Prefer not to say,4.37,Operations,18.7,7.7,3.5,2.0,Joint Coordinator,1,0,3 - 6 LPA
Female,7.12,Business Analytics,24.5,4.1,3.7,2.6,Joint Coordinator,0,2,7 - 10 LPA
Prefer not to say,5.19,International Business,31.2,4.9,1.7,1.7,Member,3,1,7 - 10 LPA
Prefer not to say,9.16,HR,9.9,6.2,4.1,1.6,Member,7,0,7 - 10 LPA
Male,6.82,Marketing,5.4,3.4,2.1,3.4,None,0,1,3 - 6 LPA
Male,6.52,Marketing,40.2,7.4,2.0,2.5,Member,3,0,7 - 10 LPA
Prefer not to say,5.59,Business Analytics,9.2,9.3,2.7,4.1,Coordinator,5,0,3 - 6 LPA
Prefer not to say,9.92,Operations,10.1,9.2,2.6,4.2,None,2,0,7 - 10 LPA
Male,7.26,International Business,1.9,2.5,3.6,2.1,Organizer,4,0,3 - 6 LPA
Prefer not to say,5.67,Marketing,6.6,1.6,2.1,2.1,Member,2,1,3 - 6 LPA
Female,8.86,Finance,9.6,1.0,3.4,2.5,Joint Coordinator,2,1,7 - 10 LPA
Female,9.28,Operations,12.2,1.9,2.0,3.4,Organizer,2,2,7 - 10 LPA
Male,9.38,Business Analytics,17.7,2.7,3.6,3.8,None,3,1,11 - 15 LPA
Female,8.92,Business Analytics,6.9,6.0,5.0,2.8,Organizer,2,0,7 - 10 LPA
Prefer not to say,9.04,International Business,32.4,1.1,1.9,2.0,Member,2,0,7 - 10 LPA
Female,8.38,Marketing,32.8,3.0,3.2,2.0,None,1,3,11 - 15 LPA
Male,5.76,Operations,22.0,1.2,2.2,2.2,Joint Coordinator,2,0,3 - 6 LPA
